id;nazwa;miasto;kod;link www;e-mail;tel 1;tel 2;fax;x;y;ulica;numer
6306;Leczkowa 18;Gdañsk;80-432;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379049;18.617739;Leczkowa ;18
6307;Wyspiañskiego 7;Gdañsk;80-434;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378313;18.618581;Stanis³awa Wyspiañskiego;7
6308;Tamka 5 (Przystañ Wodna);Gdañsk;80-609;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.357615;18.707416;Tamka ;5
6309;Wyspiañskiego 5;Gdañsk;80-434;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377648;18.619704;Stanis³awa Wyspiañskiego ;5
6310;Tamka 27;Gdañsk;80-627;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359246;18.716850;Tamka;27
6311;Wyspiañskiego 38/40;Gdañsk;80-343;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.382302;18.614563;Stanis³awa Wyspiañskiego;38/40
6312;Tamka 52 d;Gdañsk;80-627;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360636;18.718632;Tamka;52d
6313;Wyspiañskiego 25;Gdañsk;80-434;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.382210;18.616030;Stanis³awa Wyspiañskiego;25
6314;Stryjewskiego 46;Gdañsk;80-631;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.361658;18.717639;Stryjewskiego;46
6315;Wyspiañskiego 20;Gdañsk;80-434;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379798;18.616280;Stanis³awa Wyspiañskiego;20
6316;Stogi-aleja na pla¿y;Gdañsk;80-656;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.373177;18.729052;Wydmy;1A
6317;Leczkowa 1a;Gdañsk;80-432;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377782;18.621517;Leczkowa;1a
6318;Stogi Pla¿a;Gdañsk;80-656;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.374708;18.730945;Wydmy;1
6319;Poprzeczna 2-4;Gdañsk;80-432;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377328; 18.620962;Poprzeczna;04-lut
6320;Niska 11;Gdañsk;80-616;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.363371;18.710474;Niska;11
6321;Legionów 11;Gdañsk;80-432;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.385859;18.612935;Legionów ;11
6322;Wrzosy 26;Gdañsk;80-618;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.362408;18.710440;Wrzosy;6
6323;Zalesie 10;Gdañsk;80-665;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.364464;18.708306;Zalesie ;10
6324;Miszewskiego 3;Gdañsk;80-239;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378394;18.612931;Leona Miszewskiego;3
6325;Roz³ogi 16 (Przedszkole nr 16);Gdañsk;80-658;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.364218;18.715183;Roz³ogi;16
6326;Waryñskiego 7;Gdañsk;80-242;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378802;18.612253;Waryñskiego;7
6327;Dmowskiego 16 (UG);Gdañsk;80-264;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378979;18.607920;Romana Dmowskiego;16
6328;Rybna 4;Gdañsk;80-626;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360831;18.716695;Rybna;4
6329;Lendziona 6;Gdañsk;80-264;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.381321;18.602644;Lendziona ;6
6330;Przetoczna 15;Gdañsk;80-702;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358541;18.676936;Przetoczna;15
6331;Dmowskiego 9;Gdañsk;80-264;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379681;18.607883;Dmowskiego;9
6332;Bajki 1;Gdañsk;80-706;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355920;18.681985;Bajki;1
6333;Sienna 1;Gdañsk;80-705;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354838;18.683266;Sienna;1
6334;Bia³a 7A;Gdañsk;80-435;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.381344;18.611650;Bia³a ;7A
6335;Sienna 11c;Gdañsk;80-705;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354799;18.685972;Sienna;11c
6336;Multikino;Gdañsk;80-219;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.372169;18.627187;Zwyciêstwa;14
6337;Sienna 12;Gdañsk;80-705;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355911;18.687866;Sienna;12
6338;Aleja Zwyciêstwa 16-17 (S¹d);Gdañsk;80-219;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.373159;18.624286;Zwyciêstwa;16-17
6339;Brzechwy 7;Gdañsk;80-706;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.356461;18.686851;Brzechwy ;7
6340;Sienna 18;Gdañsk;80-705;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.356713;18.688561;Sienna;18
6341;Wa³y Jagielloñskie 1;Gdañsk;80-853;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352456;18.644915;Wa³y Jagielloñskie ;1
6342;Sienna 26;Gdañsk;80-605;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358486;18.692091;Sienna;26
6343;Pastoriusza 15-16;Gdañsk;80-707;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355177;18.682223;Pastoriusza;15-16
6344;Wa³y Jagielloñskie 2/4;Gdañsk;80-887;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354241;18.644634;Wa³y Jagielloñskie;04-lut
6345;Sennicka 10;Gdañsk;80-703;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.356004;18.679955;Sennicka ;10
6346;Aksamitna 8 (szko³a);Gdañsk;80-858;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358163;18.652883;Aksamitna;8
6347;Siennicka 23 - Zak³ad Karny;Gdañsk;80-980;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360846;18.684324;Siennicka;23
6348;Kêpna 33;Gdañsk;80-635;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360310;18.739046;Kêpna;33
6349;Grobla I 13;Gdañsk;80-835;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350635;18.654463;Grobla I;13
6350;Jod³owa 4;Gdañsk;80-633;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360120;18.720798;Jod³owa;4
6351;Grobla IV 8 (szko³a);Gdañsk;80-837;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353112;18.655480;Grobla IV;8
6352;£owicka 11F;Gdañsk;80-642;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355390;18.771812;£owicka;11F
6353;Klesza/Mariacka;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349794; 18.654332;Klesza/Mariacka;
6354;Centralny Oœrodek Sportu Stogi 20;Gdañsk;80-642;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.366991;18.776108;Stogi;20
6355;Tobiasza 3;Gdañsk;80-837;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353231;18.656125;Tobiasza ;3
6356;Wydmy 9 Camping;Gdañsk;80-656;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.369254;18.729998;Wydmy;9
6357;Straganiarska 3;Gdañsk;80-837;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352550;18.653753;Straganiarska;3
6358;£owicka 10D Dzia³ki;Gdañsk;80-642;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354633;18.773423;£owicka;10D
6359;Z³otników 30-31;Gdañsk;80-837;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351012;18.652847;Z³otników;30-31
6360;£owicka 10D (drugi punkt - dzia³ki);Gdañsk;80-642;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354315;18.773742;£owicka;10D
6361;Tandeta 1;Gdañsk;80-837;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351542;18.655585;Tandeta;1
6363;Bielañska 5 (UG);Gdañsk;80-837;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353786;18.647108;Bielañska ;5
6364;Szpaki 9-13;Gdañsk;80-642;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.362650;18.713899;Szpaki;13-wrz
6365;Dickensa 3;Gdañsk;80-706;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.357145;18.687868;Dickensa;3
6366;M³yñska 9/11;Gdañsk;80-846;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353055;18.649543;M³yñska ;11-wrz
6367;Podwale Staromiejskie 51/52;Gdañsk;80-846;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354419;18.657638;Podwale Staromiejskie;51/52
6368;Lenartowicza 10;Gdañsk;80-704;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.357340;18.687281;Lenartowicza;10
6369;Sukiennicza 4a;Gdañsk;80-882;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354796;18.657919;Sukiennicza;4a
6370;Lenartowicza 13;Gdañsk;80-704;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.357963;18.687298;Lenartowicza;13
6371;Ugory 7;Gdañsk;80-663;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.363004;18.706826;Ugory;7
6372;Pod Zamcze 6;Gdañsk;80-882;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354054; 18.655567;Pod Zamcze;6
6373;Ugory 9 (ko³o œwietlicy, Dzia³ki);Gdañsk;80-663;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.363149;18.705410;Ugory;9
6374;Stare Domki;Gdañsk;80-882;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.356146;18.656605;Stare Domki;6
6375;Bajki 4;Gdañsk;80-706;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.356133;18.682419;Bajki;4
6376;Rybaki Dolne;Gdañsk;80-842;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.357361;18.655103;Rybaki Dolne;3
6377;Powalna 8;Gdañsk;80-723;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350611;18.671485;Powalna;8
6378;Stêpkarska 5;Gdañsk;80-842;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.357186;18.664748;Stêpkarska;5
6379;Mostek 30-38;Gdañsk;80-759;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349664;18.673005;Mostek;30-38
6380;Stêpkarska 2;Gdañsk;80-842;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.357087;18.663723;Stêpkarska;2
6381;Siennicka 4;Gdañsk;80-758;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351561;18.671913;Siennicka;4
6382;Podwale Staromiejskie 92;Gdañsk;80-844;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353468;18.652169;Podwale Staromiejskie;92
6383;G³êboka 19;Gdañsk;80-759;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352070;18.673050;G³êboka;19
6384;Katarzynki 9;Gdañsk;80-884;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353914;18.653170;Katarzynki;9
6385;Œwibnieñska 198A;Gdañsk;80-690;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.314149;18.929627;Œwibnieñska;198A
6386;Heweliusza 17;Gdañsk;80-884;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.356549;18.650856;heweliusza ;17
6387;Œwibnieñska 198H;Gdañsk;80-690;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.315112;18.930076;Œwibnieñska;198H
6388;£agiewniki 64;Gdañsk;80-855;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359128;18.649290;£agiewniki;64
6389;Przegaliñska 29;Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.334080;18.841525;Przegaliñska;29
6390;Wa³owa 27;Gdañsk;80-855;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358756;18.654088;Wa³owa;27
6391;Szko³a Podstawowa w Œwibnie;Gdañsk;80-690;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.335802;18.925236;Boguckiego;70
6392;Wa³owa 21;Gdañsk;80-855;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358859;18.651253;Wa³owa;21
6393;Kwiatowa 6;Gdañsk;80-690;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.337731;18.892954;Kwiatowa;6
6394;Wa³owa 15;Gdañsk;80-855;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358352;18.649505;Wa³owa ;15
6395;Kwiatowa 11;Gdañsk;80-690;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.336515;18.895036;Kwiatowa;11
6396;Falowa (wejœcie nr 16);Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354545;18.835773;Falowa;8
6397;Osiek 11 Szko³a;Gdañsk;80-842;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.356604;18.654931;Osiek;11
6398;Promienista 2;Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343935;18.831197;Promienista ;2
6399;Turystyczna 12;Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343919;18.828930;Turystyczna;12
6400;Smoluchowskiego 13 (szko³a);Gdañsk;80-214;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.367378;18.625873;Smoluchowskiego;13
6401;Têczowa 6 (szko³a);Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.344900;18.829441;Têczowa;6
6402;Têczowa 9;Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.345967;18.826232;Têczowa;9
6403;Aleja Zwyciêstwa 33;Gdañsk;80-219;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.369574; 18.627636;Zwyciêstwa;33
6404;Ornitologów 26;Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348311;18.795829;Ornitologów;26
6405;Ornitologów 4;Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349848;18.792568;Ornitologów;4
6406;Grunwaldzka 2;Gdañsk;80-236;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.374620;18.619746;Grunwaldzka ;2
6407;Nadwiœlañka 107;Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349089;18.796584;Nadwiœlañska;107
6408;Traugutta 29 (BKS Lechia);Gdañsk;80-221;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.368881;18.626634;Traugutta;29
6409;Lazurowa 8 (Hotel Orle);Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.345878;18.875090;Lazurowa;8
6410;Lazurowa (wejœcie nr 11);Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.347928;18.874793;Lazurowa;10
6411;Traugutta 29 MOSIR;Gdañsk;80-221;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.367487;18.624710;Traugutta;29
6412;Nadwiœlañska 108;Gdañsk;80-680;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349373;18.801267;Nadwiœlañska;108
6413;Matejki 8;Gdañsk;80-232;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375379;18.609982;Matejki;8
6414;Lotos I;Gdañsk;80-718;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.344608;18.723987;Elbl¹ska;135
6415;Sobieskiego 7;Gdañsk;80-216;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.368107;18.612286;Sobieskiego;7
6416;Lotos II;Gdañsk;80-718;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.344144;18.724508;Elbl¹ska;135
6417;Sitowie 41;Gdañsk;80-176;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.345546;18.698871;Sitowie;41
6418;Gdañskiego Kolejarza 83;Gdañsk;80-716;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.347056;18.703461;Gdañskiego Kolejarza;83
6419;Sobieskiego Wydzia³ Chemii UG;Gdañsk;80-216;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.366210;18.612892;Sobieskiego;
6420;Rzêsna 3;Gdañsk;80-716;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349789;18.706400;Rzêsna;3
6421;Traugutta 92;Gdañsk;80-226;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.370378;18.608494;Traugutta;92
6422;Rzêsna 1A;Gdañsk;80-716;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349741;18.704424;Rzêsna;1A
6423;traugutta 115;Gdañsk;80-226;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.369300;18.607287;Traugutta;115
6424;Mia³ki Szlak 176;Gdañsk;80-717;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351274;18.705789;Mia³ki Szlak;176
6425;Mia³ki Szlak 74;Gdañsk;80-717;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348411;18.695699;Mia³ki Szlak;74
6426;Fiszera 13B;Gdañsk;80-231;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.373662;18.613963;Fiszera;13B
6427;Mia³ki Szlak 140;Gdañsk;80-717;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350500;18.702985;Mia³ki Szlak;140
6428;Mia³ki Szlak 73;Gdañsk;80-717;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348966;18.695962;Mia³ki Szlak;73
6429;Do Studzienki 32;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.369556;18.610780;Do Studzienki;32
6430;Do Studzienki 34;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.368680;18.610767;Do Studzienki;34
6431;Tarcice 2;Gdañsk;80-718;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351733;18.702320;Tarcice;2
6432;Do Studzienki 36 (przedszkole nr 4);Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.367566;18.610682;Do Studzienki;36
6433;Tarcice 12;Gdañsk;80-718;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354151;18.709639;Tarcice;12
6434;Do Studzienki 67;Gdañsk;80-227;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.367395;18.608876;Do Studzienki;67
6435;Po³ê¿e 17B;Gdañsk;80-720;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.344731;18.692278;Po³ê¿e;17B
6436;Do Studzienki 31;Gdañsk;80-227;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.372914;18.611505;Do Studzienki;31
6437;Elbl¹ska 54/60 Stra¿ Miejska;Gdañsk;80-724;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348442;18.674340;Elbl¹ska;54/60
6438;Sobótki 4;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375908;18.609533;Sobótki;4
6439;Zawodników 1 MOSiR;Gdañsk;80-980;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346920;18.671232;Zawodników;1
6440;Jaœkowa Dolina 26-32;Gdañsk;80-252;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375267;18.606535;Jaœkowa Dolina;26-32
6441;Niwki 8;Gdañsk;80-731;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.336116;18.678013;Niwki;8
6442;Jaœkowa Dolina 31;Gdañsk;80-252;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.372953;18.600494;Jaœkowa Dolina;31
6443;Jaœkowa Dolina 69;Gdañsk;80-252;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.369988;18.594886;Jaœkowa Dolina;69
6444;Trakt œw.Wojciecha 440 (cmentarz);Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.287041;18.637162;Trakt œw.Wojciecha;440
6445;Migowska 15;Gdañsk;80-287;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.366536;18.601530;Migowska ;15
6446;Trakt œw.Wojciecha 320 (Przedszkole nr 24);Gdañsk;80-020;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.302234;18.630411;Trakt œw.Wojciecha;320
6447;Traugutta 29;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.367637;18.624976;Traugutta;29
6448;Stroma 19 (Szko³¹ Podstawowa nr 40);Gdañsk;80-012;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.283814;18.636519;Stroma;40
6449;Narutowicza Politechnika Audytorium Novum;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.371979;18.619680;Narutowicza;
6450;Po Schodkach 12;Gdañsk;80-008;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.282071;18.634868;Po Schodkach ;12
6451;Narutowicza Politechnika Budynek ¯elbetu;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.370761;18.616321;Narutowicza;
6452;Smoleñska 5/7 (szko³a);Gdañsk;80-058;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.320176;18.637732;Smoleñska;07-maj
6453;Politechnika Budynek G³ówny (³¹cznik);Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.371355;18.619109;;
6454;Smoleñska 6/8 (szko³a);Gdañsk;80-058;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.320127;18.635897;Smoleñska;08-cze
6455;¯u³awska 5A;Gdañsk;80-059;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322642;18.637584;¯u³awska;5A
6456;Politechnika Wydzia³ Chemiczny;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.371174;18.620879;;
6457;Politechnika Aula;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.372741;18.616460;;
6458;¯u³awska 4D;Gdañsk;80-062;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322628;18.636270;¯u³awska;4D
6459;Sandomierska 35;Gdañsk;80-051;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.332446;18.642532;Sandomierska;35
6460;Politechnika Wydzia³ Okrêtowy;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.371943;18.616724;;
6461;Dworcowa 9;Gdañsk;80-026;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325473;18.633990;Dworcowa;9
6462;Falista/Bro¿ka;Gdañsk;80-286;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.367494;18.594068;Falista/Bo¿ka;
6463;Nowiny 28;Gdañsk;80-001;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.318249;18.628409;Nowiny ;28
6464;Raciborskiego 4;Gdañsk;80-286;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.363580; 18.596642;Raciborskiego;4
6465;Ubocze 3 (szko³a);Gdañsk;80-052;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.328278;18.638514;Ubocze;3
6466;Ubocze 24;Gdañsk;80-052;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327654;18.637469;Ubocze;24
6467;Myczkowskiego 8;Gdañsk;80-215;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.363221;18.599058;Myczkowskiego;8
6468;Trakt œw. Wojciecha 237;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.312805;18.630379;Trakt œw. Wojciecha ;237
6469;Czubiñskiego 6-4;Gdañsk;80-215;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.364991;18.598679;Czubiñskiego;04-cze
6470;Trakt Œw. Wojciecha 459;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.285524;18.638070;Trakt œw.Wojciecha ;459
6471;Trakt Œw. Wojciecha 293 WIOŒ;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.305168;18.630514;Trakt œw.Wojciecha;293
6472;Suwalska 46;Gdañsk;80-215;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.364121;18.605700;Suwalska ;46
6473;Trakt œw. Wojciecha 223 SHELL;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.314753;18.629689;Trakt œw.Wojciecha;223
6474;Batorego 35;Gdañsk;80-251;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377956;18.598530;Batorego;35
6475;Okopowa 21/27 (Urz¹d Wojewódzki);Gdañsk;80-819;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343604;18.646089;Okopowa;21/27
6476;RzeŸnicka 44;Gdañsk;80-822;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343398;18.646664;RzeŸnicka;44
